openalex_id,doi,year,cites_seed,title,abstract_available,abstract_text,keyword_flag
https://openalex.org/W3206857466,https://doi.org/10.1145/3466752.3480063,2021,Guerreiro HPCA 2018,AccelWattch: A Power Modeling Framework for Modern GPUs,True,"Graphics Processing Units (GPUs) are rapidly dominating the accelerator space, as illustrated by their wide-spread adoption in the data analytics and machine learning markets. At the same time, performance per watt has emerged as a crucial evaluation metric together with peak performance. As such, GPU architects require robust tools that will enable them to model both the performance and the power consumption of modern GPUs. However, while GPU performance modeling has progressed in great strides, power modeling has lagged behind. To mitigate this problem we propose AccelWattch, a configurable GPU power model that resolves two long-standing needs: the lack of a detailed and accurate cycle-level power model for modern GPU architectures, and the inability to capture their constant and static power with existing tools. AccelWattch can be driven by emulation and trace-driven environments, hardware counters, or a mix of the two, models both PTX and SASS ISAs, accounts for power gating and control-flow divergence, and supports DVFS. We integrate AccelWattch with GPGPU-Sim and Accel-Sim to facilitate its widespread use. We validate AccelWattch on a NVIDIA Volta GPU, and show that it achieves strong correlation against hardware power measurements. Finally, we demonstrate that AccelWattch can enable reliable design space exploration: by directly applying AccelWattch tuned for Volta on GPU configurations resembling NVIDIA Pascal and Turing GPUs, we obtain accurate power models for these architectures.",True
https://openalex.org/W3020111631,https://doi.org/10.3390/computation8020037,2020,Guerreiro HPCA 2018,Accurate Energy and Performance Prediction for Frequency-Scaled GPU Kernels,True,"Energy optimization is an increasingly important aspect of today’s high-performance computing applications. In particular, dynamic voltage and frequency scaling (DVFS) has become a widely adopted solution to balance performance and energy consumption, and hardware vendors provide management libraries that allow the programmer to change both memory and core frequencies manually to minimize energy consumption while maximizing performance. This article focuses on modeling the energy consumption and speedup of GPU applications while using different frequency configurations. The task is not straightforward, because of the large set of possible and uniformly distributed configurations and because of the multi-objective nature of the problem, which minimizes energy consumption and maximizes performance. This article proposes a machine learning-based method to predict the best core and memory frequency configurations on GPUs for an input OpenCL kernel. The method is based on two models for speedup and normalized energy predictions over the default frequency configuration. Those are later combined into a multi-objective approach that predicts a Pareto-set of frequency configurations. Results show that our approach is very accurate at predicting extema and the Pareto set, and finds frequency configurations that dominate the default configuration in either energy or performance.",True
https://openalex.org/W4411624362,https://doi.org/10.3390/a18070385,2025,Guerreiro HPCA 2018,Algorithmic Techniques for GPU Scheduling: A Comprehensive Survey,True,"In this survey, we provide a comprehensive classification of GPU task scheduling approaches, categorized by their underlying algorithmic techniques and evaluation metrics. We examine traditional methods—including greedy algorithms, dynamic programming, and mathematical programming—alongside advanced machine learning techniques integrated into scheduling policies. We also evaluate the performance of these approaches across diverse applications. This work focuses on understanding the trade-offs among various algorithmic techniques, the architectural and job-level factors influencing scheduling decisions, and the balance between user-level and service-level objectives. The analysis shows that no one paradigm dominates; instead, the highest-performing schedulers blend the predictability of formal methods with the adaptability of learning, often moderated by queueing insights for fairness. We also discuss key challenges in optimizing GPU resource management and suggest potential solutions.",False
https://openalex.org/W4404849452,https://doi.org/10.1109/igsc64514.2024.00019,2024,Schoonhoven PMBS 2022,Alleviating Dataset Constraints through Synthetic Data Generation in Machine Learning Driven Power Modeling,True,"In recent years, Machine learning (ML) methods have emerged as a promising approach for mitigating the challenges with software power measurement and estimation. While ML-driven methods have been effective in advancing the state of the art in energy-efficient computing, their predictive abilities are often limited by the quality and the size of the training datasets. This paper presents a diffusion-based generative method for synthesizing software energy data to create larger representative datasets for power modeling and related tasks. We demonstrate the effectiveness of our methods in the context of energy-efficient graph analytics. We use an augmented dataset to train a regression model and a classifier to predict the GPU power consumption of graph applications running on different classes of input graphs. Experimental evaluation shows the accuracy of the predictive models can be improved by as much as 11% when trained on the augmented dataset than over the original dataset.",False
https://openalex.org/W3036320021,https://doi.org/10.1109/access.2020.3003304,2020,Guerreiro TPDS 2019,An Algorithm Incarnating Deep Integration of Hardware-Software Energy Regulation Principles for Heterogeneous Green Scheduling,True,"Heterogeneous green scheduling in virtual cloud is an urgent need of human sustainable developments. However, on the one hand, there is still considerable space beyond reach of the hardware energy regulation mode; on the other hand, as the core of green software methods, meta-heuristics algorithms are still underperforming in heterogeneous scheduling, although with many achievements in homogeneous scheduling. In this paper, an efficient new meta-heuristics algorithm is presented (i.e., GHSA_di), including the co-evolutionary dynamics equation emphasizing on and taking advantage of the hardware energy-regulation principles. The experimental results show that compared with the other three meta-heuristic scheduling algorithms, GHSA_di algorithm has obvious advantages in overall performance, energy saving and scalability, for both data intensive and computing intensive instances.",False
https://openalex.org/W4403790509,https://doi.org/10.1145/3674910,2024,Guerreiro HPCA 2018,An Intelligent Scheduling Approach on Mobile OS for Optimizing UI Smoothness and Power,True,"Mobile devices need to respond quickly to diverse user inputs. The existing approaches often heuristically raise the CPU/GPU frequency according to the empirical rules when facing burst inputs and various changes. Although doing so can be effective sometimes, the existing approaches still need improvements. For instance, raising processors’ frequency can lead to high power consumption when the frequency is over-provisioned or fail to meet user demands when the frequency is under-provisioned. To this end, we propose MobiRL, a reinforcement learning-based scheduler for intelligently adjusting the CPU/GPU frequency to satisfy user demands accurately on mobile systems. MobiRL monitors the mobile system status and autonomously learns to optimize UI smoothness and power consumption by conducting CPU/GPU frequency-adjusting actions. The experimental results on the latest delivered smartphones show that MobiRL outperforms the widely used commercial scheduler on real devices—reducing the frame drop rate by 4.1% and reducing power consumption by 42.8%, respectively. Moreover, compared with a study using Q-Learning for CPU frequency scheduling, MobiRL achieves up to a 2.5% lower frame drop rate and reduces power consumption by 32.6%, respectively. Our approach has been deployed in mobile phone products.",True
https://openalex.org/W4380874622,https://doi.org/10.1145/3579371.3589066,2023,Guerreiro TPDS 2019,Architecting Efficient Multi-modal AIoT Systems,True,"Multi-modal computing (M2C) has recently exhibited impressive accuracy improvements in numerous autonomous artificial intelligence of things (AIoT) systems. However, this accuracy gain is often tethered to an incredible increase in energy consumption. Particularly, various highly-developed modality sensors devour most of the energy budget, which would make the deployment of M2C for real-world AIoT applications a difficult challenge.",False
https://openalex.org/W4394064571,https://doi.org/10.3934/ammc.2024004,2024,Schoonhoven PMBS 2022,ASTRA kernelkit: GPU-accelerated projectors for computed tomography using cupy,True,"New computed tomography (CT) algorithms are commonly developed in high-level programming languages, such as Python or MATLAB, while low-level languages are used to support their computation-intensive operations. In the past decade, graphics processing units (GPUs) have become the de-facto standard for large parallel computations in areas such as computational imaging, image processing, and machine learning. Our fast-and-flexible CT reconstruction software, ASTRA Toolbox, therefore already implemented tomographic projectors, i.e., the core computational operations modeling the X-ray physics, using NVIDIA CUDA (Compute Unified Device Architecture), a low-level platform for computation on GPUs. However, the Python-C++ language barrier prevents high-level Python users from modifying these low-level projectors, and, as a consequence, research into new tomographic algorithms is more complex and time-consuming than necessary. With the ASTRA KernelKit, we lifted tomographic projectors to Python and leveraged CuPy, a numerical software like NumPy and SciPy that exposes CUDA to Python, to obtain a fine-grained control over their efficiency and implementation. In this article, we introduced our software and illustrated its importance for high-performance and data-driven applications using examples from deep learning, real-time X-ray CT, and kernel tuning.",False
https://openalex.org/W7127934621,https://doi.org/10.1007/978-3-032-11422-8_2,2025,Schoonhoven PMBS 2022,Challenges,False,,False
https://openalex.org/W7147617666,https://doi.org/10.1007/978-981-95-8405-5_23,2026,Schoonhoven PMBS 2022,CoDVFS: Improving the Energy Efficiency of AI Servers Through Coordinated DVFS,False,,False
https://openalex.org/W2905983120,https://doi.org/10.1016/j.jpdc.2018.12.006,2018,Guerreiro HPCA 2018,Comparative assessment of GPGPU technologies to accelerate objective functions: A case study on parsimony,False,,False
https://openalex.org/W4321765968,https://doi.org/10.4018/jdm.318451,2023,Mendes JPDC 2022,Computation Offloading Method for Large-Scale Factory Access in Edge-Edge Collaboration Mode,True,"Large-scale manufacturing enterprises have complex business processes in their production workshops, and the edge-edge collaborative business model cannot adapt to the traditional computation offloading methods, which leads to the problem of load imbalance. For this problem, a computation offloading algorithm based on edge-edge collaboration mode for large-scale factory access is proposed, called the edge and edge collaborative computation offloading (EECCO) algorithm. First, the method partitions the directed acyclic graphs (DAGs) on edge server and terminal industrial equipment, then updates the tasks using a synchronization policy based on set theory to improve the accuracy effectively, and finally achieves load balancing through processor allocation. The experimental results show that the method shortens the processing time by improving computational resource utilization and employs a heterogeneous distributed system to achieve high computing performance when processing large-scale task sets.",False
https://openalex.org/W4416707222,https://doi.org/10.1109/tpds.2025.3637511,2025,Guerreiro TPDS 2019,Concurrent and Orthogonal Software Power Meters for Accurate Runtime Energy Profiling of Parallel Hybrid Programs on Heterogeneous Hybrid Servers,True,"Energy predictive models employing performance events have emerged as a promising alternative to other mainstream methods for developing software power meters used in runtime energy profiling of applications. These models are cost-effective and provide a highly accurate means of measuring the energy consumption of applications during execution. Recently, software power meters have been proposed to profile the dynamic energy consumption of data transfers between CPU and GPU in heterogeneous hybrid platforms, thereby effectively addressing the gap between software power meters that measure computations and those that measure data transfers. However, the state-of-the-art software power meters lack fundamental properties essential for achieving accurate runtime energy profiling of parallel hybrid programs on heterogeneous hybrid servers. Two critical properties areconcurrencyandorthogonality. In this work, we define these essential properties and propose a methodology for developing concurrent and orthogonal platform-level software power meters capable of accurate runtime energy profiling of parallel hybrid programs on heterogeneous hybrid servers. We apply this methodology to develop software power meters for three heterogeneous hybrid servers that consist of Intel multicore CPUs and Nvidia GPUs from different generations. Furthermore, we demonstrate the accuracy and efficiency of the proposed software power meters by using them to estimate the dynamic energy consumption of computation and communication activities in three parallel hybrid programs. Our results show that the average prediction error for dynamic energy consumption by these software power meters is just 2.5% across our servers.",False
https://openalex.org/W7166670332,https://doi.org/10.1109/ipdpsw71298.2026.00033,2026,Schoonhoven PMBS 2022,Constraint-aware Optimization in Auto-Tuning,True,"Automatic performance tuning, or auto-tuning, is a key technique in high-performance computing, enabling applications to adapt to complex and evolving hardware architectures. A central challenge is the need to optimize over large discrete, constrained parameter spaces, where many candidate configurations are invalid due to hardware or software correctness constraints. Traditional evolutionary algorithms, such as Differential Evolution, Particle Swarm Optimization, and Genetic Algorithms, are not inherently constraint-aware and thus often waste computational resources evaluating invalid solutions. In this work, we present and evaluate constraint-aware variants of four evolutionary algorithms for auto-tuning. Through extensive experiments on a representative benchmark suite, we show that constraint-aware optimization leads to faster convergence and improved performance over unconstrained methods. Furthermore, we demonstrate that our methods outperform the pyATF methods, a state-of-the-art framework for constraint-based auto-tuning. Our results demonstrate that incorporating constraint-awareness into the optimization process significantly enhances their applicability and effectiveness in real-world auto-tuning problems. Constraint-awareness improved algorithm efficiency by ~39 on average, correlated with search space sparsity. The algorithms developed in this study are publicly available as open-source contributions to the Kernel Tuner framework, facilitating future research and benefitting users.",False
https://openalex.org/W3193283516,https://doi.org/10.1109/tie.2021.3095790,2021,Guerreiro HPCA 2018,Cooperative Distributed GPU Power Capping for Deep Learning Clusters,True,"The recent GPU-based clusters that handle deep learning (DL) tasks have the features of GPU device heterogeneity, a variety of deep neural network (DNN) models, and high computational complexity. Thus, the traditional power capping methods for CPU-based clusters or small-scale GPU devices cannot be applied to the GPU-based clusters handling DL tasks. This article develops a cooperative distributed GPU power capping (CD-GPC) system for GPU-based clusters, aiming to minimize the training completion time of invoked DL tasks without exceeding the limited power budget. Specifically, we first design the frequency scaling approach using the online model estimation based on the recursive least square method. This approach achieves the accurate tuning for DL task training time and power usage of GPU devices without needing offline profiling. Then, we formulate the proposed FS problem as a Lagrangian dual decomposition-based economic model predictive control problem for large-scale heterogeneous GPU clusters. We conduct both the NVIDIA GPU-based lab-scale real experiments and real job trace-based simulation experiments for performance evaluation. Experimental results validate that the proposed system improves the power capping accuracy to have a mean absolute error of$< \!1\%$, and reduces the deadline violation ratio of invoked DL tasks by 21.5% compared with other recent counterparts.",True
https://openalex.org/W4383749541,https://doi.org/10.1109/ccgrid57682.2023.00021,2023,Guerreiro HPCA 2018,CUDAsap: Statically-Determined Execution Statistics as Alternative to Execution-Based Profiling,True,"Today a variety of different GPU types exists, raising questions regarding high-level tasks such as provisioning and scheduling. To predict execution time on different GPU types accurately, we propose a method to obtain execution statistics based on compile-time static code analysis, in which the control flow graph for the code's basic blocks is determined. This graph is represented as an adjacency matrix and used in a system of linear equations to calculate the basic block execution frequencies. Kernel execution itself is not necessary for this analysis. We analyze the proposed method for five different benchmark suites, showing that 76 out of 79 evaluated kernels can be analyzed with an average error of 0.4 %, primarily due to different LLVM versions, with an average prediction time of 203.96 ms. Furthermore, repetitive kernels make memoization effective, and the underlying analysis is largely independent of problem size.",False
https://openalex.org/W4220874372,https://doi.org/10.1016/j.jpdc.2022.03.004,2022,Guerreiro TPDS 2019,Decoupling GPGPU voltage-frequency scaling for deep-learning applications,False,,False
https://openalex.org/W4390263770,https://doi.org/10.1145/3638757,2023,Guerreiro HPCA 2018,Deep Learning Workload Scheduling in GPU Datacenters: A Survey,True,"Deep learning (DL) has demonstrated its remarkable success in a wide variety of fields. The development of a DL model is a time-consuming and resource-intensive procedure. Hence, dedicated GPU accelerators have been collectively constructed into a GPU datacenter. An efficient scheduler design for a GPU datacenter is crucially important to reduce operational cost and improve resource utilization. However, traditional approaches designed for big data or high-performance computing workloads can not support DL workloads to fully utilize the GPU resources. Recently, many schedulers are proposed to tailor for DL workloads in GPU datacenters. This article surveys existing research efforts for both training and inference workloads. We primarily present how existing schedulers facilitate the respective workloads from the scheduling objectives and resource utilization manner . Finally, we discuss several promising future research directions including emerging DL workloads, advanced scheduling decision making, and underlying hardware resources. A more detailed summary of the surveyed paper and code links can be found at our project website: https://github.com/S-Lab-System-Group/Awesome-DL-Scheduling-Papers",False
https://openalex.org/W7167012048,https://doi.org/10.1145/3797905.3807847,2026,Guerreiro HPCA 2018; Guerreiro TPDS 2019,DEFT: Joint Task Placement and DVFS for Energy-Efficient Multi-GPU Runtimes,True,"Energy efficiency has become a first-order concern in modern high-performance computing systems, as it directly determines achievable throughput under fixed power budgets. Although Dynamic Voltage and Frequency Scaling (DVFS) provides an effective mechanism for reducing GPU energy consumption, existing runtime systems decouple DVFS from task placement and inter-GPU communication, focus on single-GPU execution, or cannot adapt frequency to task granularity and runtime contention in multi-GPU environments. Consequently, current schedulers fail to capture the tight coupling between task placement, frequency selection, and inter-GPU data movement that fundamentally governs energy–performance trade-offs on multi-GPU systems.",True
https://openalex.org/W4393205992,https://doi.org/10.2139/ssrn.4772673,2024,Guerreiro TPDS 2019,Dimensioning Network Slices for Power Minimization Under Reliability Constraints,False,,False
https://openalex.org/W4388581156,https://doi.org/10.1145/3624062.3624261,2023,Guerreiro HPCA 2018,Domain-Specific Energy Modeling for Drug Discovery and Magnetohydrodynamics Applications,True,"Over the past few years, the adoption of energy efficiency techniques in modern computer systems is becoming increasingly relevant for sustainable computing. A well-known power management software technique for energy-efficient computing is frequency scaling which modulates the device frequency to explore the energy-performance trade-off. To achieve energy savings, a frequency tuning phase is required because different applications can have different energy and runtime behaviors depending on the frequency setting. Machine learning models can be used to predict energy and runtime, and therefore optimal frequency configurations, based on static or dynamic features extracted from the target application. While general-purpose energy models can be very accurate for a wide range of applications, their accuracy can be limited by the specific input of the target application. We present an energy characterization that spans the fields of drug discovery and magnetohydrodynamics by using two real-world applications as case studies: LiGen and Cronos. Additionally, to overcome the limitations of general-purpose approaches, we define two domain-specific energy models, which enhance the general-purpose energy models by leveraging the target application’s input parameter to increase the final accuracy. Experimental results show that for both applications, domain-specific models achieve a ten times lower error compared to the general-purpose energy models.",True
https://openalex.org/W4391582533,https://doi.org/10.1109/tsusc.2024.3362697,2024,Guerreiro HPCA 2018,DRLCAP: Runtime GPU Frequency Capping With Deep Reinforcement Learning,True,"Power and energy consumption is the limiting factor of modern computing systems. As the GPU becomes a mainstream computing device, power management for GPUs becomes increasingly important. Current works focus on GPU kernel-level power management, with challenges in portability due to architecture-specific considerations. We presentDRLCap, a general runtime power management framework intended to support power management across various GPU architectures. It periodically monitors system-level information to dynamically detect program phase changes and model the workload and GPU system behavior. This elimination from kernel-specific constraints enhances adaptability and responsiveness. The framework leverages dynamic GPU frequency capping, which is the most widely used power knob, to control the power consumption.DRLCapemploys deep reinforcement learning (DRL) to adapt to the changing of program phases by automatically adjusting its power policy through online learning, aiming to reduce the GPU power consumption without significantly compromising the application performance. We evaluateDRLCapon three NVIDIA and one AMD GPU architectures. Experimental results show thatDRLCapimproves prior GPU power optimization strategies by a large margin. On average, it reduces the GPU energy consumption by 22% with less than 3% performance slowdown on NVIDIA GPUs. This translates to a 20% improvement in the energy efficiency measured by the energy-delay product (EDP) over the NVIDIA default GPU power management strategy. For the AMD GPU architecture,DRLCapsaves energy consumption by 10%, on average, with a 4% percentage loss, and improves energy efficiency by 8%.",True
https://openalex.org/W4402896949,https://doi.org/10.1109/iwqos61813.2024.10682917,2024,Guerreiro HPCA 2018; Guerreiro TPDS 2019,DSO: A GPU Energy Efficiency Optimizer by Fusing Dynamic and Static Information,True,"Increased reliance on graphics processing units (GPUs) for high-intensity computing tasks raises challenges regarding energy consumption. To address this issue, dynamic voltage and frequency scaling (DVFS) has emerged as a promising technique for conserving energy while maintaining the quality of service (QoS) of GPU applications. However, existing solutions using DVFS are hindered by inefficiency or inaccuracy as they depend either on dynamic or static information respectively, which prevents them from being adopted to practical power management schemes. To this end, we propose a novel energy efficiency optimizer, called DSO, to explore a light weight solution that leverages both dynamic and static information to model and optimize the GPU energy efficiency. DSO firstly proposes a novel theoretical energy efficiency model which reflects the DVFS roofline phenomenon and considers the tradeoff between performance and energy. Then it applies machine learning techniques to predict the parameters of the above model with both GPU kernel runtime metrics and static code features. Experiments on modern DVFS-enabled GPUs indicate that DSO can enhance energy efficiency by 19% whilst maintaining performance within a 5% loss margin.",True
https://openalex.org/W4205348240,https://doi.org/10.1109/tpds.2021.3137867,2021,Guerreiro HPCA 2018; Guerreiro TPDS 2019,Dynamic GPU Energy Optimization for Machine Learning Training Workloads,True,"GPUs are widely used to accelerate the training of machine learning workloads. As modern machine learning models become increasingly larger, they require a longer time to train, leading to higher GPU energy consumption. This paper presents GPOEO, an online GPU energy optimization framework for machine learning training workloads. GPOEO dynamically determines the optimal energy configuration by employing novel techniques for online measurement, multi-objective prediction modeling, and search optimization. To characterize the target workload behavior, GPOEO utilizes GPU performance counters. To reduce the performance counter profiling overhead, it uses an analytical model to detect the training iteration change and only collects performance counter data when an iteration shift is detected. GPOEO employs multi-objective models based on gradient boosting and a local search algorithm to find a trade-off between execution time and energy consumption. We evaluate the GPOEO by applying it to 71 machine learning workloads from two AI benchmark suites running on an NVIDIA RTX3080Ti GPU. Compared with the NVIDIA default scheduling strategy, GPOEO delivers a mean energy saving of 16.2% with a modest average execution time increase of 5.1%.",True
https://openalex.org/W3204029214,https://doi.org/10.1145/3478684.3479255,2021,Guerreiro TPDS 2019,Early power estimation of CUDA-based CNNs on GPGPUs,True,"The increasing application of Machine Learning (ML) techniques in the Internet of Things (IoT) devices has led designers to leverage ML accelerators like GPGPUs in such devices. However, choosing the most appropriate accelerator for such IoT devices is very challenging as they commonly should adhere to tight constraints e.g., low power consumption, long battery lifetime, and low cost of the final products. As a consequence, designing such application-specific IoT devices becomes a non-trivial and difficult task. In this paper, we present a novel approach to estimate power consumption of CUDA-based Convolutional Neural Networks (CNNs) on GPGPUs in the design phase. Our approach is able to provide designers with an early prediction of CNNs power consumption up to an absolute error of less than 2% in comparison to the real hardware execution.",False
